labels	text
O O O O O O O O O O O O O O O B-geo O O O O O O O O O O O O O O O O O O	He said it involved seven people and that three of them have been expelled from Italy , two are under arrest , one is under surveillance , and another is still at large .
B-per O O O O O O O B-art I-art O O B-geo O	Pisanu said the group planned to attack the San Petronio basilica in Bologna .
O O O O O B-geo O O O O O O O B-org I-org O	It features a fresco that Muslim groups have said is insulting to the Prophet Muhammad .
B-per O O O O B-gpe O O O O O O B-tim O B-tim O	Pisanu 's remarks come as Italians are preparing for national elections on Sunday and Monday .
B-gpe B-per I-per I-per O O O O O O O O O O O O O O O O O O O	Russian President Vladimir Putin has ordered his administration to study foreign and domestic criticism of a bill to strictly regulate non-governmental organizations .
B-per I-per O O O O O O O O O O O O O O B-tim I-tim O O	Mr. Putin offered no specific suggestions , but ordered submission of amendments to the controversial bill within five days .
O O O O O O O O B-gpe O O O O O O O O O O O O B-gpe O O	As presently written , the bill would subject Russian branches of foreign organizations to various restrictions and to the oversight of Russian authorities .
O O O O O O O O O O O O O O B-org O O O O O O O	Human rights groups have condemned the measure , calling it a reflection of the Kremlin 's crackdown on civil society institutions .
B-per I-per O B-tim O O O O O O O O O O O O O O O O O O O O O	"President Putin said Monday that such a bill is necessary to combat the threats of terrorism and what he called "" misanthropic ideologies . """
O O O O O O O O O O O O B-geo O O O O O O O O	But , he said , a civil society is crucial , and Russia can not afford to curtail that development .
O B-geo O O O O O O O O O O O B-gpe O O O O O O O O O O O O O B-gpe O B-per I-per O	A Netherlands court has opened a pretrial hearing in the case of a Dutch businessman charged with complicity in genocide by selling chemical weapons ingredients to ousted Iraqi dictator Saddam Hussein .
B-per I-per I-per O B-tim O O B-geo O O	Frans van Anraat appeared Friday in a Rotterdam courtroom .
O O O O O O O O O O O B-geo O O O O O O B-tim I-tim I-tim I-tim I-tim O	The 62-year-old defendant is accused of exporting tons of chemicals that Iraq used to make weapons over a four-year period beginning in 1984 .
O O B-per O O O O O B-tim O O O O O O B-geo O O O O O	Prosecutors say Saddam used the weapons in the 1988 attack on the Kurdish town of Halabja that killed 5,000 people .
O O O O O O B-tim O O O	Some survivors of the attack attended Friday 's hearing .
O O O O O B-per I-per I-per O O O B-geo O O O O B-geo O O	A prosecutor told the court Mr. van Anraat continued to sell Iraq chemicals even after the Halabja attack .
O O O O O O O	But the defendant denies any wrongdoing .
B-per I-per I-per O O B-geo O B-tim O	Mr. van Anraat fled to Iraq in 1989 .
O O O O B-geo O O O O O B-geo O B-tim O	He returned to the Netherlands after the U.S.-led invasion of Iraq in 2003 .
O O O O O B-tim O O O O O B-tim O	Another hearing is expected in June , and the trial in November .
O O B-gpe O O O O O O O O O O O O O O O O O O O O O O O O	A 13-year-old Cambodian girl has died from bird flu , bringing to seven the number of people in the country who have died from the virus .
O B-org I-org I-org I-org B-gpe B-org I-org O O O O O O O O O O O O O O O	The World Health Organization and Cambodian Health Ministry have confirmed that the girl was infected with the H5N1 strain of bird flu .
O O B-geo O O O O O O O O O O O O O	Elsewhere , Indonesia said it has confirmed another human bird flu fatality in the country .
O O O O O O O O O O O O O O O O B-geo O O O O O O O O	Officials there say the 15-year-old girl 's death brings to 73 the number of people in Indonesia who have died from the H5N1 strain .
O B-org O O O O O O O O O O O O O O O O O O O B-geo O	The WHO has not confirmed those results , and has so far confirmed only 63 people dying from bird flu in Indonesia .
O O O O O O O O O O O O	The country has more bird flu deaths than any other nation .
B-org O O O O O O O O O O O O O O O B-tim O O O O O O	WHO officials say 171 people have died from the virus worldwide since the outbreak began in 2003 , mostly in Asian countries .
O O O O O O O O O O O O O O O O B-geo O	Suicide bomb blasts have killed at least 12 people at a military recruitment center in central Baghdad .
O O O O O O O O O O O O O O O O O O O O O O	More than 36 others were wounded in the strike , which witnesses say was carried out by at least two attackers .
O O O O O O O O O O O O O O O O O O O O O O O O	Witnesses describe a scene of devastation in the area around the blast site , and hospital officials say they were treating numerous wounded .
O O O O O O O O O O O O O O O O O O O O O	The strike took place at the same recruitment center where a suicide attack killed at least 59 people last month .
O O O O O O O O O O O O O O O B-geo O O	Insurgents have stepped up their attacks in recent weeks , coinciding with a drawdown in U.S. troops .
O O B-tim I-tim O O B-geo I-geo O O O O O O O O O O O O O O O O O O O B-gpe O O	As of September first , the United States says it is no longer engaged in combat operations , renaming the mission one of advice and assistance to Iraqi forces .
O B-gpe O O O O O O O O O O	The Iraqi government last week placed the country on highest alert .
O O B-per I-per O O B-geo O O O B-geo O O B-tim O O O O O O O	An influential Sunni Arab politician says U.S. forces stormed his Baghdad home early Thursday , arresting four of his bodyguards .
B-per I-per O O O O O O O O O	Adnan al-Dulaimi told reporters he was shocked by the raid .
O O O O O O O O O O O O O	He said he is a voice for national reconciliation and against sectarianism .
O B-geo O O O B-geo O B-org O O O O O B-geo O O B-per I-per O O O	A U.S. military spokesman in Baghdad told VOA he could not confirm whether U.S. forces raided Mr. al-Dulaimi 's home .
B-per I-per O O O O B-geo O O O O O O O O B-geo O O B-per B-gpe O	Mr. al-Dulaimi heads the Conference for Iraq 's People , a leading political organization representing Iraq 's minority Sunni Arabs .
O O O O B-per B-gpe O O O O O O O O O O O O O	That group is urging Sunni Arabs to vote against the new constitution in next month 's national referendum .
O O O O O O O O B-per B-gpe O O O O B-geo O O O B-geo O B-geo O B-per I-per O O	It says if the document is approved , Sunni Arabs may be marginalized if Iraq is divided into Shi'ite , Kurdish and Sunni Arab regions .
B-gpe O B-gpe O O O O O O O O O O O O O B-tim I-tim O	Venezuelan and Chinese officials have signed agreements on oil , agriculture and technology during meetings in Caracas Saturday .
B-gpe B-per I-per I-per I-per O B-gpe B-per I-per I-per O O O O O O O O O O O O O O O O O O O O O O	Chinese Vice President Zeng Qinghong and Venezuelan President Hugo Chavez signed 17 bilateral agreements and also discussed cooperation in mining , oil and gas projects , as well as technological partnership .
O O O B-per I-per O B-geo O O O O O O B-gpe B-per I-per I-per O O O O O O O O O O	Last month , Mr. Chavez visited China , where he signed agreements with Chinese President Hu Jintao dealing with economic cooperation and joint oil field exploration .
B-geo O O O O O O O O	Venezuela is the world 's fifth-largest oil exporter .
B-geo O O O O O O O O O O O O O O O O O O	China , which faces a significant energy shortfall , is looking to strengthen energy cooperation with oil-exporting countries .
B-geo O O O O O B-per I-per O O O O B-geo I-geo O O B-geo O	Venezuela is the third stop in Mr. Zeng 's five-nation tour of Latin America and the Caribbean .
O O O O B-geo B-tim O O O B-geo O B-geo O B-geo O	He plans to leave Venezuela Sunday for visits to Trinidad and Tobago and Jamaica .
O B-geo O O B-geo O O O O O O O O O O O O O O O O B-geo O O O O O B-geo O	The U.S. military in Iraq says an insurgent , two women and a child have been killed in a clash between U.S. forces and militants north of Baghdad .
O O O O O O O O O O O O O O O O O B-geo O O O B-org I-org O O O O O O O O O O O O O O B-geo O	However , police and residents say 11 people were killed in the raid on a house near Balad , and the Associated Press says its photographs show 11 bodies wrapped in blankets arriving at a hospital in Tikrit .
B-geo O O O O O O O O	U.S. officials could not immediately reconcile the discrepancy .
O O O O O O B-org O O O O O O O O O O O	But a military spokesman said one al-Qaida suspect was killed and another was captured in the operation .
O O O O B-geo O O O O O O O O O O O O O B-geo O O O O O O O O O O B-tim O	Elsewhere , police in Baghdad say two Shi'ite pilgrims were killed as they walked on a roadway toward Karbala for annual festivities marking a key religious celebration that ends Monday .
O O O O B-geo O O O O O O O O O O	Separately , police in Baquba say at least four people died in two bombings .
O O O O O O O O O O O O O O O O O O O O O	In one incident , police say a suicide bomber on a bicycle missed a police patrol and killed two civilians .
O B-org I-org O O O O O B-tim O O O O O B-gpe B-per I-per I-per I-per O	The United Nations is beginning a formal inquiry Wednesday into the assassination of former Pakistani Prime Minister Benazir Bhutto .
O B-gpe O O O O O B-org O O O O O B-per I-per O O O B-tim I-tim O	A Pakistani investigation last year concluded that Taliban militants were likely responsible for Ms. Bhutto 's death in December 2007 .
O O O O O O O B-per I-per O O O O O O O O O O O O	But her political party has suggested that Ms. Bhutto 's political opponents may have played a role in the plot .
B-org B-per I-per I-per O O O O O O O O O O B-per I-per O O O B-gpe B-per I-per I-per I-per O O B-geo O B-tim O	U.N. Secretary-General Ban Ki-Moon announced the creation of the fact-finding commission after meeting with Ms. Bhutto 's widower , Pakistani President Asif Ali Zardari , in Islamabad last February .
B-per I-per O O O O O O O O O O O O O B-gpe O O	Ms. Bhutto was killed in a bomb attack after addressing an election rally near the Pakistani capital .
O O O O O O O O O O O O O O O O O O O O O O B-org I-org O	Eight cross-country skiers - including a former gold medalist - have been suspended for having high red blood cell counts at the Turin Olympics .
O O O O O O O O O O O O	The eight were suspended for health reasons and not for doping .
O O B-tim O O B-per I-per O B-geo O	They include 2002 gold medalist Evi Sachenbacher of Germany .
O O O O O O O O O O O O O O O O O O O O B-org O	A high red blood cell count can occur naturally , but can also result from taking endurance-boosting drugs such as EPO .
O B-gpe O B-per I-per O B-per I-per I-per O O O O O	Two Americans - Kikkan Randall and Leif Zimmermann - are among the eight .
O B-org I-org I-org O O O O O O O O O O O O O O O	The International Ski Federation says the suspensions are not punishments , but to protect the athletes ' health .
O B-org I-org I-org O O O O O O B-tim O O O O O O	The U.S. Ski Federation says the suspensions are retroactive to Wednesday when the tests were conducted .
O O O O O O O O B-tim O O O O O O O O O O B-tim O	The only cross-country events that fall within the five-day suspension are the men 's and women 's pursuit races Sunday .
O O B-geo O O O B-geo O O O O B-geo O O O O O O O O O O O O O	A top U.S. intelligence officer in Baghdad has reportedly warned that Iraq 's security situation is likely to get worse in the coming months .
O O O O B-org I-org I-org O O O O O O O O O O O O O O O O O O B-org I-org I-org I-org O B-org O O O O	The report from the New York Times newspaper cites government officials who say they have seen a cable the officer sent to superiors at the U.S. Central Intelligence Agency ( CIA ) last month .
O O O O O O O O O O O B-gpe O O O O O O O O O O	The officer warned of more violence and sectarian clashes unless the Iraqi government can assert its authority and rebuild the economy .
O O O O O O O O O B-tim O O O B-org O O O O B-geo O	The newspaper says the officer had just finished a year-long tour as the CIA 's station chief in Baghdad .
O B-per O O O O O O O O O O O O B-gpe O O	The Bush administration and the military continue to present a more optimistic view of Iraqi security .
B-tim O O B-org I-org O O O O O B-geo O O O O O O O O O O B-gpe O O O O O O	"Monday , the Defense Department said the recent offensive in Fallujah had "" scattered the enemy , "" and said the Iraqi security forces continue to expand ."
B-gpe B-per I-per I-per O B-per I-per I-per O B-geo O B-geo I-geo O O O O O B-org I-org O B-geo O	Americans Robert H. Grubbs and Richard R. Schrock and France 's Yves Chauvin have won this year 's Nobel Prize in Chemistry .
O O O O B-tim O O O O B-org B-gpe B-org I-org I-org O B-geo O	The award was announced Wednesday , morning at the Royal Swedish Academy of Sciences in Stockholm .
O O O O O O O O O O O O O O O O O O O O O	The trio was cited for their work that led the way in the manufacturing of better drugs and environmentally-friendly plastics .
B-per I-per O O O B-tim O O O O O O O O O O O O O O O O O	Mr. Chauvin began work in 1971 in the field of metathesis , which studies how molecules are broken down and then rearranged .
B-per I-per O B-per I-per O O O O O O O O O O O O	Mr. Schrock and Mr. Grubbs later developed more efficient and stable catalysts to reproduce the reaction .
O O O O O O O O O O O O O O O O O O O O O B-tim I-tim O	All three men will share the $ 1.3 million cash award , which they will receive during a formal ceremony on December 10 .
B-geo O O O O O O O B-tim O O O O O O B-gpe O O O B-geo O O O	Pakistan 's political opposition stormed out of parliament Friday over government statements that a top Pakistani nuclear scientist provided Iran with centrifuges .
B-geo O B-org O O O O B-tim I-tim I-tim O B-per I-per I-per O O O B-geo O O O O O O O O O O O	Pakistan 's Information Minister acknowledged for the first time Thursday that Abdul Qadeer Khan sold centrifuges to Iran that can be used to process uranium for nuclear weapons .
O O O O O O O O O O O O O O O O O O O O O O O	Opposition lawmakers called the remarks irresponsible and stormed out after the parliament 's chairman refused to hold a debate on the issue .
B-per I-per O O O O O O B-geo O O O O O O O O O O O O O O O O O O O B-geo O B-geo I-geo O B-geo O	Mr. Khan , known as the father of Pakistan 's nuclear bomb , has been under virtual house arrest after coming under investigation for passing nuclear secrets to Iran , North Korea and Libya .
O O B-gpe O O O O B-org O O O O O O O B-tim O B-gpe O O O O O B-geo O	The West African regional group known as ECOWAS is set to hold an emergency summit Wednesday in Niger to discuss the situation in Togo .
O O O B-geo O O B-tim O O O O B-org I-org O O O O O O O O O O O O O O O O O B-tim O	International criticism of Togolese authorities continued Tuesday over the choice of Faure Gnassingbe as the country 's new president after the military installed him hours after his father 's death Saturday .
O O O O O B-geo O O O O O O B-tim O O B-per B-geo O O O O O O O B-org I-org O O O O B-tim O	Reacting to the criticism , Togo 's parliament amended the constitution on Sunday to allow Mr. Gnassingbe to serve out his father 's , Gnassingbe Eyadema 's term ending in 2008 .
O O O O O O O O O O O O O O O O O O B-tim O O	The constitution had called for naming the speaker of parliament as interim president until elections are held in two months .
O B-org I-org I-org I-org I-org I-org I-org B-tim O B-per B-geo O O O O O O O O O O O O B-geo O O O	"The African Union 's Peace and Security Council Tuesday branded Mr. Gnassingbe 's seizure of power "" a blatant and unacceptable violation of the Togolese constitution . """
O B-geo I-geo O B-geo O B-geo O O O O O O	The United States , Britain and France are calling for new elections .
B-gpe O O B-per I-per O O O O O O O B-geo I-geo O B-geo I-geo O O O O O O O O O O O	English football star David Beckham has arrived at the training ground of Premier League team Tottenham Hotspur in preparation of his month-long training stint with the club .
O O B-per O O O O O O O O B-geo O B-tim O	The 35-year-old Beckham arrived at the team 's facility east of London on Monday .
B-geo O O O O O O O B-org I-org I-org I-org I-org I-org I-org O O B-per O O B-tim O O O	Tottenham had hoped to reach an agreement with Major League Soccer 's Los Angeles Galaxy to have Beckham for a two-month playing loan .
O O O O O O B-org O O O B-per O O O B-org I-org O O B-tim I-tim O O O O B-tim I-tim O	But talks broke down when the MLS club insisted that Beckham report with his Los Angeles teammates on February 10 to prepare for the 2011 season .
O B-org O O O O O B-per O O O O O O B-geo O O O O B-per O O O O B-org I-org I-org I-org O B-tim O O O O O B-org B-tim O	The Galaxy had been reluctant to allow Beckham to spend the offseason playing in Europe after he tore his Achilles ' tendon playing for Italy 's AC Milan last March and missed much of the MLS season .
O O O O B-per I-per O O O O O O O O O O O	However , Hotspurs manager Harry Redknapp is still hopeful the loan agreement can be worked out .
O O O O O O O O O O O O O B-gpe O B-org I-org I-org O O O O O O B-tim I-tim I-tim I-tim O	An international press freedom advocacy group is calling for the unconditional release of Burmese journalist U Win Tin who is about to spend his 76th birthday in prison .
O O O O O O O O O O B-tim O O O O B-org I-org I-org O B-org I-org I-org O O O O O O O O	The Paris-based group Reporters Without Borders issued a joint statement Friday , along with the Burma Media Association saying U Win Tin has been deprived of basic human rights .
O O O O O O O O O O O O O O O O O O O O	They say he is not allowed to write and has been denied proper medical care for chronic health ailments .
O O O O O O O O O O O O O O O O O O B-org I-org O O B-geo I-geo O	The statement says that since the beginning of the year , he has been denied visits from the International Committee of the Red Cross .
B-org I-org I-org O O O B-tim O O O O O O O O O O O	U Win Tin was arrested in 1989 and is serving a 20-year sentence for writing anti-government propaganda .
O O O B-tim I-tim I-tim O	He will turn 76 March 12 .
B-gpe O O O O B-geo I-geo O O O O O O O O B-org O O B-geo O O O O O O O O O	Pakistani officials say militants in northwest Pakistan have bombed a tanker truck carrying fuel to NATO forces in Afghanistan , destroying the tanker and a nearby van .
O O O O O O O O O O O B-tim O O O O O O B-geo O O O O B-gpe O O	Officials say the bomb was attached to the tanker and exploded Wednesday as the vehicle traveled through the Khyber tribal area toward the Afghan border .
O O O O O O O O	The number of casualties is not clear .
O O O O O O O O O O O O O O O O O O O O	At least four people were reported wounded by the explosion and there are reports of at least one death .
B-org O O O B-org O O O O O B-geo O	Taliban militants regularly attack NATO supply vehicles that pass through Pakistan .
B-org O O O O O O O B-geo O O O B-geo O O O O O O O O O O O O O	NATO and U.S.-led forces battling insurgents in landlocked Afghanistan are dependent on Pakistan for supplies , with at least 75 percent passing through that country .
O B-geo O O O O O O O O O O O O B-geo O O O O O O	A U.S. federal inspector says more than 96-million dollars earmarked for projects to rebuild Iraq can not be accounted for .
O O O O O B-per O B-geo I-geo B-per I-per O O O O O O O O O O	The report by Special Inspector General for Iraq Reconstruction Stuart Bowen has prompted a criminal investigation into the missing money .
B-per I-per O O O O B-tim O O O O O O O O O O O B-geo O O O O O O O B-tim I-tim I-tim I-tim O	Mr. Bowen 's report , released Thursday , describes how tens of millions of dollars were dispersed for Iraq construction projects with little or no documentation during 2003 and 2004 .
O O O O O O O O O O O O O O O O O O O O	The report says that while incompetence or haste may account for some problems , there are indications of fraud .
O O O O O O O O O O B-geo O O O O B-gpe O O O O O O	The inspector general notes the money in question was not U.S. taxpayer dollars but rather Iraqi money designated for reconstruction projects .
B-geo O O O O O O O O O O O O O O O O O O O O	U.S. officials responding to the report have attributed the accounting problems to the difficulties of working in a war-time environment .
B-gpe O O O O O O O O O O O O O B-geo O O O O O O O O O O O O O O	Ukrainian opposition supporters have ended their two-week-long blockade of government buildings and streets in Kiev , but some protesters vow to stay until a runoff election is held .
O O O B-per I-per O O O O O O O O O O O O O O O O B-tim I-tim O O O O O O	Opposition presidential candidate Viktor Yushchenko told demonstrators to go home , after parliament approved new anti-fraud laws for a court ordered December 26 repeat of the runoff vote .
B-per I-per B-tim O O B-per I-per O B-gpe O B-per I-per O B-gpe O O O O O O O O O O	President Bush Thursday congratulated Presidents Aleksander Kwasniewski of Poland and Valdas Adamkus of Lithuania for helping mediate an end to the political crisis .
O B-tim O B-geo O B-org O O O O O O O O O O B-geo O	Also Thursday , Russia and NATO agreed to work to ensure free and fair elections in Ukraine .
B-per I-per I-per I-per O O O O O O O B-tim O O	Prime Minister Viktor Yanukovych was declared the winner of the flawed November election .
O O O O O O O O O O O O O O O O O	He calls the new election laws illegal and say they will do nothing to stop fraud .
O O B-per O O O B-tim O O B-geo I-geo O	Tropical Storm Alpha made landfall early Sunday in the Dominican Republic .
O B-org O O O O O O O O O O O O B-geo O O O O O O O O O O O O	The U.S. National Hurricane Center says the storm came ashore near the city of Barahona , with maximum sustained winds close to 85 kilometers per hour .
O O O B-per O O O O O O O O O O O O O O O O B-geo I-geo O O B-geo O	The center says Alpha is expected to weaken rapidly but not before bringing heavy rain and possible flooding to the Dominican Republic and neighboring Haiti .
B-per O O B-tim O O O O B-geo O O O O O O O O O B-tim O	Alpha is the 22nd named storm of the Atlantic hurricane season , breaking the previous record set in 1933 .
O O O B-tim O O O O O O O O O O O B-gpe O O	Forecasters have run through this year 's list of names and have turned to the Greek alphabet .
O O O O O O O O B-geo I-geo O B-geo O O B-gpe B-org I-org I-org O O O O B-geo O	Tropical storm warnings remain in effect for the Dominican Republic , Haiti , the Turks and Caicos Islands , and the southeastern Bahamas .
O O O O O O O B-geo O O O O O O O O O O O O O O O O O O O O O O	Electricity consumption is on the rise across Europe , but high oil prices and a reluctance in some countries to ' go nuclear ' is creating an energy gap .
O O O O O O O O O O O O O O O O O O O O O O O O O	So some power companies are switching back to ' coal ' - but this time , proponents say coal is cleaning up its act .
O O O O O O O O O O O O O O O O O O O O B-tim O O	A new generation of ' clean coal ' power stations is due to open across the continent during the next five years .
O O O O O O O O O O O O O O O O O B-geo I-geo O	But one of the first to come on line has been met with stiff opposition in the United Kingdom .
B-per I-per O O B-org O B-geo O	Paul Burge reports for VOA from London .
O B-gpe O O O O O O O O B-org O O O O O O B-gpe O O O	The Israeli army says its soldiers patrolling the border with Egypt have mistakenly shot and wounded an Egyptian security officer .
O O O B-tim O B-gpe O O O O O O O B-org O O O O O O O O O O O O O	A military spokeswoman Monday said Israeli troops on patrol outside the city of Eilat saw what they considered a suspicious , armed person at the border .
O O O O O O O O O O O O O O	She said the troops fired at the man after he cocked his weapon .
O B-gpe O O O O O O O O O O O O O O O O O O O B-gpe O O O	The Israeli army says the soldiers only then realized the man , who was wounded in the chest , was an Egyptian security officer .
O O O O O O O O O	A joint Israeli-Egyptian team is investigating the incident .
O O B-gpe O B-gpe O O O O O O O O O O O O O O O O O B-tim O	Shootings between Israeli and Egyptian forces along the border region have been rare since the two countries signed a peace treaty in 1979 .
O B-gpe O O O O O O O O O O O O O O O B-geo O O O B-gpe O O	Two British lawmakers have called for an inquiry into claims that a British-based security firm operating in Iraq withheld intelligence from British troops .
O B-org O O O O O O B-org I-org I-org I-org O O O O O B-org O O O O O O O B-gpe O O	The Guardian newspaper says the lawmakers want the Foreign and Commonwealth Office to investigate whether the firm ArmorGroup directed an employee to withhold information from British forces .
O O O O O B-org O O O O B-gpe O O O B-tim I-tim I-tim O O O O O B-geo I-geo O O O O O O O O O O O B-gpe O O O	The probe demand follows a Guardian report that a former British policeman working in 2004 and 2005 for the security firm in southern Iraq was told not to share intelligence gained during visits to local Iraqi police stations .
O O O B-org O O O O O O O O	"The report says ArmorGroup has "" vigorously "" denied the claims ."
B-org I-org I-org O O O O O B-per I-per O O O O O O B-per I-per O O O O O O O O O O O O O O O O	Magna International Inc. 's chief financial officer , James McAlpine , resigned and its chairman , Frank Stronach , is stepping in to help turn the automotive-parts manufacturer around , the company said .
B-per I-per O O O O O O O O O O O O O O O O O O O O O O O O O B-org O O	"Mr. Stronach will direct an effort to reduce overhead and curb capital spending "" until a more satisfactory level of profit is achieved and maintained , "" Magna said ."
B-per I-per O O O O O O O O B-per I-per O	Stephen Akerfeldt , currently vice president finance , will succeed Mr. McAlpine .
O O O O O B-geo O O O O O O O O O O O O O O O O	An ambitious expansion has left Magna with excess capacity and a heavy debt load as the automotive industry enters a downturn .
O O O O O O O O O O O O B-tim I-tim O O O O O O O	The company has reported declines in operating profit in each of the past three years , despite steady sales growth .
B-geo O O O O O O O O O O O B-org I-org O O O O O O O O O O B-gpe O O O O O O O	Magna recently cut its quarterly dividend in half and the company 's Class A shares are wallowing far below their 52-week high of 16.125 Canadian dollars ( US $ 13.73 ) .
O O B-org I-org I-org B-tim O B-geo O O O B-org B-gpe O O O O O O	On the Toronto Stock Exchange yesterday , Magna shares closed up 37.5 Canadian cents to C $ 9.625 .
B-per I-per O O O O O O B-geo O O O O O O O O O O O O O O O O B-geo O B-geo O	Mr. Stronach , founder and controlling shareholder of Magna , resigned as chief executive officer last year to seek , unsuccessfully , a seat in Canada 's Parliament .
O O B-per I-per O O O O O O O O O O O O	Analysts said Mr. Stronach wants to resume a more influential role in running the company .
O O O O O O O O O O	They expect him to cut costs throughout the organization .
O O O B-per I-per O O O O O O O O B-per I-per O O O O O O	The company said Mr. Stronach will personally direct the restructuring , assisted by Manfred Gingl , president and chief executive .
O O O B-per I-per O O O O O O	Neither they nor Mr. McAlpine could be reached for comment .
B-geo O B-per I-per O O O O O O O O B-geo O O O O O O	Magna said Mr. McAlpine resigned to pursue a consulting career , with Magna as one of his clients .
O O O O O O O B-per I-per O B-tim O	Resistance by native Caribs prevented colonization on Saint Vincent until 1719 .
O O B-geo O O B-org I-org O O O O B-tim I-tim O O O O O O O O O B-tim O	Disputed between France and the United Kingdom for most of the 18th century , the island was ceded to the latter in 1783 .
B-tim I-tim I-tim I-tim O B-per I-per O O B-org O O O O O O O B-org O O B-geo I-geo O	Between 1960 and 1962 , Saint Vincent and the Grenadines was a separate administrative unit of the Federation of the West Indies .
O O O O B-tim O O O B-tim O	Autonomy was granted in 1969 and independence in 1979 .
O B-gpe O O O O O O O O O O O O O O O O B-eve I-eve I-eve O	The Slovene lands were part of the Austro-Hungarian Empire until the latter 's dissolution at the end of World War I .
O B-tim O O B-gpe O O B-gpe B-org B-gpe O O O O O O O O O O B-geo O B-tim O	In 1918 , the Slovenes joined the Serbs and Croats in forming a new multinational state , which was named Yugoslavia in 1929 .
O B-eve I-eve I-eve O B-per O O O O O O B-geo O O O B-org O O O O B-geo O O O	After World War II , Slovenia became a republic of the renewed Yugoslavia , which though Communist , distanced itself from Moscow 's rule .
O O O O O O O O O B-gpe O O B-gpe O O O O O O B-tim O O O O O O	Dissatisfied with the exercise of power by the majority Serbs , the Slovenes succeeded in establishing their independence in 1991 after a short 10-day war .
O O O B-geo I-geo O O O O O O O O O O O O B-per O O O O O O O	Historical ties to Western Europe , a strong economy , and a stable democracy have assisted in Slovenia 's transformation to a modern state .
B-per O O O B-org O O B-org O O B-tim I-tim I-tim O O O O O O B-tim O	Slovenia acceded to both NATO and the EU in the spring of 2004 ; it joined the eurozone in 2007 .
O O O O O B-geo O O O B-tim I-tim O O B-org O O O O O B-gpe O O B-geo O O O O B-geo O O O O O O O O B-org I-org O	The use of the name Montenegro began in the 15th century when the Crnojevic dynasty began to rule the Serbian principality of Zeta ; over subsequent centuries Montenegro was able to maintain its independence from the Ottoman Empire .
O O B-tim I-tim I-tim O O B-geo O O O O O O O O O O O O B-tim O O O O O O O O O	From the 16th to 19th centuries , Montenegro became a theocracy ruled by a series of bishop princes ; in 1852 , it was transformed into a secular principality .
O O O B-eve O B-geo O O O O B-org I-org B-gpe B-org B-gpe O B-org B-gpe O O O O B-org I-org I-org O B-tim O O O O O O O B-eve O O O O O O O O O O B-geo O B-geo O	After World War I , Montenegro was absorbed by the Kingdom of Serbs , Croats , and Slovenes , which became the Kingdom of Yugoslavia in 1929 ; at the conclusion of World War II , it became a constituent republic of the Socialist Federal Republic of Yugoslavia .
O O O O O B-tim O B-geo O O B-geo O O O O O B-geo I-geo I-geo O O O B-tim O O O O O B-org I-org I-org I-org O	When the latter dissolved in 1992 , Montenegro federated with Serbia , first as the Federal Republic of Yugoslavia and , after 2003 , in a looser union of Serbia and Montenegro .
O B-tim I-tim O B-geo O O O O O O O O B-geo O B-geo O O O O O O O O O O O	In May 2006 , Montenegro invoked its right under the Constitutional Charter of Serbia and Montenegro to hold a referendum on independence from the state union .
O O O O O O B-geo O O O O O O O O O B-org O O B-geo O O O O O O B-tim I-tim I-tim O	The vote for severing ties with Serbia exceeded 55 % - the threshold set by the EU - allowing Montenegro to formally declare its independence on 3 June 2006 .
B-geo O O O B-org I-org I-org O O O O B-org O B-tim O	Basutoland was renamed the Kingdom of Lesotho upon independence from the UK in 1966 .
O B-org I-org I-org O O O B-tim I-tim I-tim O	The Basuto National Party ruled for the first two decades .
B-per I-per O O O B-tim O O O O B-geo O B-tim O O O O B-tim O O O O O O O B-org I-org I-org O O B-tim O	King MOSHOESHOE was exiled in 1990 , but returned to Lesotho in 1992 and was reinstated in 1995 and subsequently succeeded by his son , King LETSIE III , in 1996 .
O O O O O B-tim O B-tim O O O O O	Constitutional government was restored in 1993 after seven years of military rule .
O B-tim O O O O O O O O O O O O O O O O O O B-geo I-geo O B-geo O O O O O O O B-org I-org I-org I-org O	In 1998 , violent protests and a military mutiny following a contentious election prompted a brief but bloody intervention by South African and Botswana military forces under the aegis of the Southern African Development Community .
O O O O O O O O	Subsequent constitutional reforms restored relative political stability .
O O O O O O B-tim O O O B-org I-org O O B-tim I-tim O O O O O O O O O O O O O O O O O O O O O O O	Peaceful parliamentary elections were held in 2002 , but the National Assembly elections of February 2007 were hotly contested and aggrieved parties continue to dispute how the electoral law was applied to award proportional seats in the Assembly .
O O O O O O O O O O O O O O O O O O O O O O O O O	Tourism , petroleum refining , and offshore finance are the mainstays of this small economy , which is closely tied to the outside world .
O O O O O O B-tim I-tim O O O O O O O O O O O O O O O O O O O O O	Although GDP grew slightly during the past decade , the island enjoys a high per capita income and a well-developed infrastructure compared with other countries in the region .
B-org O O O O O O O O O O O O	Curacao has an excellent natural harbor that can accommodate large oil tankers .
O B-gpe O O O O O O O O O O O O O O O O O O O O O O O O B-geo O O O O O O O O O O B-geo O	The Venezuelan state oil company leases the single refinery on the island from the government ; most of the oil for the refinery is imported from Venezuela ; most of the refined products are exported to the US .
O O O O O O O O O O O B-geo O B-geo O B-geo O O B-geo O O O O O	Almost all consumer and capital goods are imported , with the US , Brazil , Italy , and Mexico being the major suppliers .
